what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938018356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938057882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938089530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938090474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938109135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938119275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938128979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938132417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938134524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938136173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938143056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938147443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938148355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938160298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938165834
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938168520
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938171063
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938176138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938179916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359938232952
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938233886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359938261878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359938273629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938346372
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938364015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938380686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938393520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938402995
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359938407902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938409489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938685537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359938686349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359939112500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359939121161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359939133651
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359939138229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359939159133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359939200299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359939236026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359939400251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359939445471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359939895408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359939963467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359939973331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359939975445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359939980361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359939985372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940001622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940002467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940013343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940017138
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940080182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940085898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940169343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940240509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940244952
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940269104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940305872
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359940313969
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359940329149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940333718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940341101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940345866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940358257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940359095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940372344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940378008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940430574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940443297
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359940447767
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359940453145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940456202
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940484528
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359940490635
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359940492016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940493359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940501223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940542821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359940561088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940564624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940575946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940578660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940580027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940600686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940606005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940622227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940676609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940687816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940689266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940692393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940699450
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359940703667
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359940707263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940709877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940722587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940747110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940749098
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940805389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940806233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940810925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940811994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940814657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940816082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940819797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940820234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940824396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940825536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940833596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940841477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940854307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940854888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940880459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940900124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359940905192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359940908546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941072097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941073022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941077204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941083234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941166814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941167991
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941199501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941201230
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941395494
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359941406110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941412327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941532563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941533587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941602959
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941614808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941631593
