what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943554991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943555274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943618642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943619864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943622186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943622466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943656292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943656819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943687229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943752817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943758559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943766651
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943771892
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943788538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943792398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943802493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943805069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943809228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943814581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944004893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944005416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944250400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944251679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944256056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944257273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944270459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944271263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944289767
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944290207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944301473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944303261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944316031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944325647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944340688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1359944340737
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944357501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944390735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359944391389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945043691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945044819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945115068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945115582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945140551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945144443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945148125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945150523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945246518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359945321671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359945339148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945339268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945340310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359945342471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945342973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945466592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945467896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945514917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945515246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945596921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945598828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945617357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945618067
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945726945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945728578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945730148
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359945740585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945748360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945748515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359945750885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359945753127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359945754391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359945759403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359945769760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945770320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945780151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945780426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945820628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945821188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945829936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945836232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945878548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359945914843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945921482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945932405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945933243
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945995137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359945998102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946007000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946009776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946010986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946012598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946013649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946025621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946028464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359946037456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359946038255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359946045945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946052894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946053020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359946054524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946069661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946070705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946073083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946097178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359946181009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359946182083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359946220055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359946223698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359946224067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359946228391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359946246500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359946249212
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359946256630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946265392
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946273273
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359946282045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359946283352
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359946288346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946332054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946334076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946335181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946337832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946338162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946338962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359946349746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359946350680
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359946358654
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359946362644
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359946366575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359946369618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946370297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359946371466
